Keyword,SERP features,Volume,KD,CPC,Previous organic traffic,Current organic traffic,Organic traffic change,Current paid traffic,Previous position,Current position,Position change,Previous URL inside,Previous URL,Current URL inside,Current URL,Previous date,Current date
"??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????""bipartisanreport com""",Sitelinks,350,22,0,76,76,0,0,1,1,,,https://bipartisanreport.com/,,https://bipartisanreport.com/,1/8/2024 22:06,3/6/2024 11:37
christopher quaglin,,200,2,,,7,,0,,10,New,,,,https://bipartisanreport.com/2024/03/07/14-year-prison-sentence-sought-for-capitol-rioter-who-brutally-attacked-law-enforcement/,,4/19/2024 18:10
reed knox christensen,Image pack,80,3,,,3,,0,,9,New,,,,https://bipartisanreport.com/2024/01/14/capitol-rioter-who-failed-miserably-at-running-for-governor-gets-sentenced-to-jail/,,3/30/2024 7:57
chris quaglin,Image pack,90,0,,,2,,0,,10,New,,,,https://bipartisanreport.com/2024/03/07/14-year-prison-sentence-sought-for-capitol-rioter-who-brutally-attacked-law-enforcement/,,4/17/2024 22:03
xo21426524,,10,0,0,,2,,0,,3,New,,,,https://bipartisanreport.com/2021/01/26/kellyanne-conway-allegedly-shares-topless-image-of-daughter/,,3/7/2024 15:50
kelly fontaine and brian dula,"People also ask, Image pack",30,0,,,1,,0,,7,New,,,,https://bipartisanreport.com/2024/02/04/midwest-couple-arrested-charged-for-allegedly-joining-the-capitol-riot-together/,,4/3/2024 7:41
"???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????""breitbart""","Sitelinks, Knowledge panel, Tweet box",1100000,45,1,1006972,1006972,0,0,1,1,,,https://www.breitbart.com/,,https://www.breitbart.com/,1/22/2024 6:51,4/22/2024 8:34
breitbart news,"Sitelinks, Knowledge panel, Tweet box",176000,33,1.2,157911,157911,0,0,1,1,,,https://www.breitbart.com/,,https://www.breitbart.com/,1/22/2024 0:11,4/21/2024 8:40
brietbart,"Sitelinks, Knowledge panel, Tweet box, People also ask",36000,45,1,33211,33211,0,0,1,1,,,https://www.breitbart.com/,,https://www.breitbart.com/,1/10/2024 23:30,4/22/2024 1:49
breibart,"Sitelinks, Knowledge panel, Tweet box",12000,65,1,10867,10867,0,0,1,1,,,https://www.breitbart.com/,,https://www.breitbart.com/,1/16/2024 18:42,4/21/2024 14:50
john nolte,"Tweet box, Knowledge panel",1900,1,,722,721,-1,0,1,1,,,https://www.breitbart.com/author/john-nolte/,,https://www.breitbart.com/author/john-nolte/,1/15/2024 19:35,4/18/2024 12:01
www breitbart com london,Sitelinks,300,47,1.02,250,268,18,0,1,1,,,https://www.breitbart.com/europe/,,https://www.breitbart.com/europe/,1/7/2024 14:06,3/6/2024 7:17
breitbart breaking news,"Sitelinks, Tweet box",200,21,1.25,157,157,0,0,1,1,,,https://www.breitbart.com/,,https://www.breitbart.com/,1/19/2024 18:33,4/9/2024 5:03
what is breitbart,"People also ask, Knowledge panel",1600,66,,104,122,18,0,3,3,,,https://www.breitbart.com/,,https://www.breitbart.com/,12/31/2023 7:00,4/17/2024 17:38
maria childers,"Knowledge panel, Image pack, People also ask",700,5,,,121,,0,,1,New,,,,https://www.breitbart.com/crime/2024/02/10/court-docs-trans-kentucky-daycare-worker-avoids-prison-time-sexually-abusing-baby/,,4/19/2024 12:10
breitbart.com,"Sitelinks, Knowledge panel, Tweet box, Top stories",150,44,,120,120,0,0,1,1,,,https://www.breitbart.com/,,https://www.breitbart.com/,1/22/2024 2:25,4/17/2024 4:04
emma jo morris,"Tweet box, Image pack",2800,1,,81,86,6,0,12,9,3,,https://www.breitbart.com/author/ejmorris/,,https://www.breitbart.com/author/ejmorris/,1/22/2024 3:06,4/22/2024 12:14
michal paige huck,"Image pack, Top stories, Thumbnail",1200,1,,,74,,0,,1,New,,,Image pack,https://www.breitbart.com/crime/2023/11/29/lawsuits-ohio-high-school-cheerleading-coach-and-wrestling-coach-husband-sexually-abused-teens/,,4/17/2024 17:57
briebart,"Sitelinks, Knowledge panel, Tweet box",50,67,,68,68,0,0,1,1,,,https://www.breitbart.com/,,https://www.breitbart.com/,12/31/2023 9:48,4/22/2024 7:29
national news breitbart,Sitelinks,60,61,0,61,67,6,0,1,1,,,https://www.breitbart.com/,,https://www.breitbart.com/,1/20/2024 8:33,3/15/2024 23:11
big hollywood,Tweet box,70,19,,1,66,64,0,2,1,1,,https://www.breitbart.com/tag/big-hollywood/,,https://www.breitbart.com/tag/big-hollywood/,1/9/2024 20:58,4/7/2024 13:42
emma-jo morris,"Tweet box, Image pack",1700,1,,9,65,56,0,17,8,9,,https://www.breitbart.com/tag/emma-jo-morris/,,https://www.breitbart.com/author/ejmorris/,1/10/2024 16:08,4/19/2024 17:16
breitbart entertainment,,150,17,,47,65,18,0,1,1,,,https://www.breitbart.com/entertainment/,,https://www.breitbart.com/entertainment/,1/11/2024 22:26,3/30/2024 22:29
breitbart news network linkedin,,600,1,,,63,,0,,4,New,,,,https://www.breitbart.com/tag/linkedin/,,4/21/2024 15:24
el comandante toro,"People also ask, Knowledge panel",450,0,,64,62,-2,0,4,3,1,,https://www.breitbart.com/border/2017/04/22/graphic-leaked-images-show-dead-gulf-cartel-boss-comandante-toro/,,https://www.breitbart.com/border/2017/04/22/graphic-leaked-images-show-dead-gulf-cartel-boss-comandante-toro/,1/19/2024 19:02,4/12/2024 2:32
brietbart news,"Sitelinks, Knowledge panel, Tweet box",70,48,1.2,61,61,0,0,1,1,,,https://www.breitbart.com/,,https://www.breitbart.com/,1/22/2024 4:16,4/17/2024 2:10
breitbart news network,"Sitelinks, Knowledge panel",70,32,,60,60,0,0,1,1,,,https://www.breitbart.com/,,https://www.breitbart.com/,1/16/2024 12:17,4/8/2024 2:58
breightbart,"Sitelinks, Knowledge panel, Tweet box",50,44,,49,49,0,0,1,1,,,https://www.breitbart.com/,,https://www.breitbart.com/,1/11/2024 4:43,4/11/2024 6:03
brightbart,"Sitelinks, Knowledge panel, Tweet box",50,45,,48,48,0,0,1,1,,,https://www.breitbart.com/,,https://www.breitbart.com/,1/20/2024 18:36,4/20/2024 18:56
breitbarbnews,"Sitelinks, Knowledge panel, Tweet box",40,50,0,38,38,0,0,1,1,,,https://www.breitbart.com/,,https://www.breitbart.com/,1/15/2024 9:41,3/12/2024 7:31
breitbart comr,"Sitelinks, Top stories",150,67,0,36,36,0,0,1,1,,,https://www.breitbart.com/,,https://www.breitbart.com/,1/14/2024 0:41,3/12/2024 0:24
nancy mace husband curtis jackson,"Featured snippet, Image pack, People also ask",600,4,,11,35,24,0,14,7,7,,https://www.breitbart.com/politics/2023/12/08/mccarthy-ouster-nancy-mace-splits-fiance/,,https://www.breitbart.com/politics/2023/12/08/mccarthy-ouster-nancy-mace-splits-fiance/,1/7/2024 23:55,4/22/2024 12:24
madisyn shipman onlyfans,,1400,7,,106,35,-71,0,5,10,-5,,https://www.breitbart.com/entertainment/2023/10/01/former-nickelodeon-child-star-madisyn-shipman-joins-playboys-version-of-onlyfans-shocked-by-odd-fetish-requests/,,https://www.breitbart.com/entertainment/2023/10/01/former-nickelodeon-child-star-madisyn-shipman-joins-playboys-version-of-onlyfans-shocked-by-odd-fetish-requests/,1/2/2024 9:07,4/16/2024 23:36
breitbart black,People also ask,50,7,0,31,34,4,0,1,1,,,https://www.breitbart.com/tag/black-americans/,,https://www.breitbart.com/tag/african-american/,1/8/2024 1:50,3/5/2024 16:04
bretbart,"Sitelinks, Knowledge panel, Tweet box",40,48,,34,34,0,0,1,1,,,https://www.breitbart.com/,,https://www.breitbart.com/,1/9/2024 19:11,4/6/2024 14:47
breitbart com lies,,60,7,0,19,33,14,0,1,1,,,https://www.breitbart.com/tag/lies/,,https://www.breitbart.com/tag/lies/,1/9/2024 7:57,3/7/2024 2:09
breibart news,"Sitelinks, Knowledge panel, Tweet box",30,33,1.2,32,32,0,0,1,1,,,https://www.breitbart.com/,,https://www.breitbart.com/,1/22/2024 0:01,4/17/2024 3:21
brietbart government,,200,25,0,151,31,-120,0,1,3,-2,,https://www.breitbart.com/politics/,,https://www.breitbart.com/tag/big-government/,1/13/2024 7:56,3/11/2024 3:05
breitb,"Sitelinks, Knowledge panel, Tweet box",40,45,,31,31,0,0,1,1,,,https://www.breitbart.com/,,https://www.breitbart.com/,1/2/2024 13:06,3/23/2024 12:14
britebart,"Sitelinks, Knowledge panel, Tweet box",30,48,1,30,30,0,0,1,1,,,https://www.breitbart.com/,,https://www.breitbart.com/,1/8/2024 7:40,4/14/2024 4:40
rochester man given 180 days,Featured snippet,600,2,,19,29,11,0,9,7,2,,https://www.breitbart.com/crime/2023/02/03/man-gets-180-days-jail-raping-girls-aged-between-four-nine-there-is-no-getting-over-it/,,https://www.breitbart.com/crime/2023/02/03/man-gets-180-days-jail-raping-girls-aged-between-four-nine-there-is-no-getting-over-it/,1/19/2024 11:00,4/18/2024 15:03
ezra fry,Image pack,600,1,,,28,,0,,9,New,,,,https://www.breitbart.com/crime/2023/10/19/queer-teacher-couple-busted-prostitution-sting-investigation/,,4/20/2024 4:18
john nolte articles,Tweet box,250,0,,47,28,-20,0,1,3,-2,,https://www.breitbart.com/tag/john-nolte/,,https://www.breitbart.com/tag/john-nolte/,1/17/2024 19:56,4/10/2024 11:13
breitbart london,"Sitelinks, Tweet box",30,30,,27,27,0,0,1,1,,,https://www.breitbart.com/europe/,,https://www.breitbart.com/europe/,1/12/2024 19:06,4/4/2024 10:20
andrew breitbart war,,150,0,,28,26,-1,0,2,1,1,,https://www.breitbart.com/politics/2023/06/09/war-kari-lake-rocks-andrew-breitbart-shirt-after-trump-indictment/,,https://store.breitbart.com/products/war-sticker-set-of-2,1/4/2024 17:45,4/11/2024 2:43
breitbart app for android,,150,4,,40,26,-14,0,4,7,-3,,https://www.breitbart.com/tag/android/,,https://www.breitbart.com/tag/android/,1/12/2024 4:49,4/5/2024 16:24
breitbart news politics,,100,44,1.39,26,26,0,0,1,1,,,https://www.breitbart.com/politics/,,https://www.breitbart.com/politics/,1/11/2024 10:29,4/5/2024 0:51
trump news today breitbart,Tweet box,50,28,0,22,26,4,0,1,1,,,https://www.breitbart.com/tag/donald-trump/,,https://www.breitbart.com/tag/donald-trump/,1/8/2024 17:13,3/7/2024 18:01
awr hawkins,"Tweet box, Thumbnail, Knowledge panel, Image pack",200,1,,24,25,1,0,1,1,,,https://www.breitbart.com/author/awr-hawkins/,,https://www.breitbart.com/author/awr-hawkins/,1/11/2024 19:15,4/18/2024 2:47
rachel maddow breitbart,"People also ask, Tweet box",40,4,0,26,25,-1,0,1,1,,,https://www.breitbart.com/tag/rachel-maddow/,,https://www.breitbart.com/tag/rachel-maddow/,1/12/2024 9:18,3/11/2024 4:35
heraclio guerrero martínez,Thumbnail,70,0,,,25,,0,,1,New,,,,https://www.breitbart.com/border/2023/11/16/exclusive-cartel-pressures-mexican-government-into-releasing-regional-boss-son/,,4/7/2024 3:48
north carolina pornhub,People also ask,500,7,,,24,,0,,9,New,,,,https://www.breitbart.com/tag/north-carolina/,,4/20/2024 18:30
hong kong tijuana shut down,People also ask,250,0,,19,24,5,0,5,4,1,,https://www.breitbart.com/border/2023/05/15/tijuana-cops-shut-down-upscale-strip-club-over-homicide-of-us-army-soldier/,,https://www.breitbart.com/border/2023/05/15/tijuana-cops-shut-down-upscale-strip-club-over-homicide-of-us-army-soldier/,1/5/2024 4:10,3/27/2024 19:50
breitbart co,Sitelinks,100,69,0,24,24,0,0,1,1,,,https://www.breitbart.com/,,https://www.breitbart.com/,1/9/2024 18:11,3/8/2024 12:51
matthew boyle,People also ask,1900,3,,0,23,23,0,44,8,36,,https://www.breitbart.com/author/matthew-boyle/,,https://www.breitbart.com/author/matthew-boyle/,1/22/2024 21:45,4/10/2024 14:25
john hayward,"Thumbnail, Image pack, Knowledge panel",200,7,,12,22,11,0,5,1,4,,https://www.breitbart.com/author/john-hayward/,,https://www.breitbart.com/author/john-hayward/,1/19/2024 9:36,4/19/2024 18:32
britbart,"Sitelinks, Knowledge panel, Tweet box",30,45,,21,21,0,0,1,1,,,https://www.breitbart.com/,,https://www.breitbart.com/,1/18/2024 4:08,4/8/2024 15:27
breitbart com wiki,"Sitelinks, People also ask",150,63,0,29,20,-10,0,4,4,,,https://www.breitbart.com/tag/wikipedia/,,https://www.breitbart.com/tag/wikipedia/,1/22/2024 1:04,3/18/2024 18:11
breitbart.com br,Sitelinks,100,49,,,18,,0,,1,New,,,,https://www.breitbart.com/,,4/9/2024 1:51
what is breitbart com,Featured snippet,60,46,0,9,18,9,0,3,2,1,,https://www.breitbart.com/,,https://www.breitbart.com/,1/9/2024 20:25,3/8/2024 5:46
breitbart app for iphone,,90,6,,9,18,9,0,10,6,4,,https://www.breitbart.com/,,https://www.breitbart.com/tag/iphone/,12/28/2023 16:44,4/21/2024 4:28
trebol shooting,,200,0,,17,17,0,0,4,4,,,https://www.breitbart.com/border/2023/05/22/video-10-killed-in-cartel-mass-shooting-during-baja-california-off-roading-event/,,https://www.breitbart.com/border/2023/05/22/video-10-killed-in-cartel-mass-shooting-during-baja-california-off-roading-event/,1/17/2024 4:56,4/11/2024 2:18
john carney breitbart,"Thumbnail, Tweet box, Knowledge panel",90,2,,13,17,4,0,2,1,1,,https://www.breitbart.com/author/john-carney/,,https://www.breitbart.com/author/john-carney/,1/8/2024 16:48,4/17/2024 1:09
britebarttexas,"Sitelinks, Tweet box",30,47,0,13,16,4,0,1,1,,,https://www.breitbart.com/border/,,https://www.breitbart.com/border/,1/13/2024 4:31,3/11/2024 16:30
breitbart email contact,,30,19,0,17,16,-1,0,1,1,,,https://www.breitbart.com/mediakit/,,https://www.breitbart.com/mediakit/,1/10/2024 17:17,3/8/2024 5:05
breitbart catholic,People also ask,20,1,0,22,16,-7,0,1,1,,,https://www.breitbart.com/tag/catholic-church/,,https://www.breitbart.com/tag/catholic-church/,1/19/2024 4:28,3/15/2024 21:36
john nolte breitbart,"Thumbnail, Knowledge panel, Tweet box",80,3,,27,16,-12,0,1,1,,,https://www.breitbart.com/tag/john-nolte/,,https://www.breitbart.com/author/john-nolte/,1/21/2024 23:33,4/16/2024 10:17
joel b.pollak,"Tweet box, Knowledge panel",200,12,0,15,15,0,0,6,6,,,https://www.breitbart.com/author/joel-b-pollak/,,https://www.breitbart.com/author/joel-b-pollak/,1/19/2024 9:29,3/15/2024 18:21
www biggovernment com,"Sitelinks, People also ask",80,93,0,18,14,-4,0,1,2,-1,,https://www.breitbart.com/politics/,,https://www.breitbart.com/,1/14/2024 2:58,3/10/2024 12:32
breitbart news app,"Knowledge panel, Tweet box",150,5,1.14,9,14,5,0,5,4,1,,https://www.breitbart.com/,,https://www.breitbart.com/tag/mobile-app/,1/9/2024 12:13,4/14/2024 10:34
breitbart website,"Sitelinks, Knowledge panel, Tweet box, Videos",20,58,1,,14,,0,,1,New,,,,https://www.breitbart.com/,,4/13/2024 2:17
two african nationals given probation,,90,4,,,14,,0,,2,New,,,,https://www.breitbart.com/politics/2022/03/18/two-african-nationals-given-probation-for-raping-14-year-old-girl-in-utah/,,4/20/2024 19:30
breitbart logo,"Image pack, Thumbnail",50,1,,4,13,9,0,1,1,,Image pack,https://www.breitbart.com/mediakit/,Image pack,https://www.breitbart.com/mediakit/,12/28/2023 14:20,4/13/2024 22:10
caleb williams fuck utah,,250,0,,8,13,5,0,9,7,2,,https://www.breitbart.com/sports/2023/01/03/video-espn-host-knocks-usc-quarterback-who-painted-fck-utah-on-fingernails/,,https://www.breitbart.com/sports/2023/01/03/video-espn-host-knocks-usc-quarterback-who-painted-fck-utah-on-fingernails/,12/28/2023 14:46,4/5/2024 15:08
el toro cdg,"Image pack, Thumbnail",90,1,,11,13,2,0,4,3,1,,https://www.breitbart.com/border/2017/04/22/graphic-leaked-images-show-dead-gulf-cartel-boss-comandante-toro/,,https://www.breitbart.com/border/2017/04/22/graphic-leaked-images-show-dead-gulf-cartel-boss-comandante-toro/,12/31/2023 2:28,3/21/2024 0:27
breitbart andrew,"Thumbnail, Knowledge panel, People also ask, Videos",300,30,,22,13,-9,0,7,7,,,https://www.breitbart.com/andrewbreitbart10years/,,https://www.breitbart.com/andrewbreitbart10years/,1/14/2024 12:49,4/11/2024 4:09
vanguard breitbart,,20,3,0,10,12,2,0,1,1,,,https://www.breitbart.com/tag/vanguard-group/,,https://www.breitbart.com/tag/vanguard-group/,1/9/2024 20:36,3/8/2024 6:27
breitbart tee shirts,"Thumbnail, Sitelinks, Image pack",10,0,0.43,13,12,-1,0,1,1,,,https://store.breitbart.com/collections/apparel,,https://store.breitbart.com/collections/apparel,1/10/2024 22:18,3/8/2024 19:52
bighollywood.breitbart.com,Sitelinks,20,3,0,10,12,3,0,1,1,,,https://www.breitbart.com/tag/big-hollywood/,,https://www.breitbart.com/tag/big-hollywood/,1/1/2024 14:31,2/28/2024 0:29
andrew breitbart wife,"Thumbnail, Image pack, Knowledge panel",450,2,,14,12,-2,0,4,5,-1,,https://www.breitbart.com/politics/2017/06/10/susie-breitbart-gives-rare-interview-andrew-was-good-friend-to-so-many-people-who-disagreed-with-him/,,https://www.breitbart.com/politics/2017/06/10/susie-breitbart-gives-rare-interview-andrew-was-good-friend-to-so-many-people-who-disagreed-with-him/,1/10/2024 21:25,4/17/2024 22:08
claudine gay wiki,,400,9,,24,12,-11,0,6,9,-3,,https://www.breitbart.com/tech/2023/12/15/wikipedia-editors-downplay-controversies-surrounding-harvard-president-claudine-gay/,,https://www.breitbart.com/tech/2023/12/15/wikipedia-editors-downplay-controversies-surrounding-harvard-president-claudine-gay/,12/31/2023 3:01,3/21/2024 22:16
